ano,dia,mes,casamentos
1996,19,Fevereiro,45
1996,19,Março,45
1996,19,Abril,86
1996,19,Maio,103
1996,19,Junho,40
1996,19,Julho,81
1996,19,Agosto,82
1996,19,Setembro,66
1996,19,Outubro,605
1996,19,Novembro,28
1996,19,Dezembro,98
1996,20,Janeiro,362
1996,20,Fevereiro,4
1996,20,Março,45
1996,20,Abril,652
1996,20,Maio,46
1996,20,Junho,43
1996,20,Julho,1402
1996,20,Agosto,73
1996,20,Setembro,117
1996,20,Outubro,76
1996,20,Novembro,62
1996,20,Dezembro,185
1996,21,Janeiro,33
1996,21,Fevereiro,30
1996,21,Março,45
1996,21,Abril,76
1996,21,Maio,34
1996,21,Junho,73
1996,21,Julho,229
1996,21,Agosto,74
1996,21,Setembro,1281
1996,21,Outubro,47
1996,21,Novembro,41
1996,21,Dezembro,981
1996,22,Janeiro,43
1996,22,Fevereiro,46
1996,22,Março,61
1996,22,Abril,48
1996,22,Maio,39
1996,22,Junho,593
1996,22,Julho,51
1996,22,Agosto,99
1996,22,Setembro,216
1996,22,Outubro,27
1996,22,Novembro,83
1996,22,Dezembro,152
1996,23,Janeiro,38
1996,23,Fevereiro,77
1996,23,Março,422
1996,23,Abril,46
1996,23,Maio,46
1996,23,Junho,89
1996,23,Julho,46
1996,23,Agosto,105
1996,23,Setembro,55
1996,23,Outubro,43
1996,23,Novembro,380
1996,23,Dezembro,114
1996,24,Janeiro,28
1996,24,Fevereiro,299
1996,24,Março,49
1996,24,Abril,75
1996,24,Maio,77
1996,24,Junho,39
1996,24,Julho,49
1996,24,Agosto,1374
1996,24,Setembro,43
1996,24,Outubro,65
1996,24,Novembro,42
1996,24,Dezembro,8
1996,25,Janeiro,43
1996,25,Fevereiro,29
1996,25,Março,45
1996,25,Abril,12
1996,25,Maio,816
1996,25,Junho,33
1996,25,Julho,75
1996,25,Agosto,255
1996,25,Setembro,50
1996,25,Outubro,87
1996,25,Novembro,48
1996,25,Dezembro,15
1996,26,Janeiro,63
1996,26,Fevereiro,43
1996,26,Março,42
1996,26,Abril,87
1996,26,Maio,93
1996,26,Junho,36
1996,26,Julho,111
1996,26,Agosto,61
1996,26,Setembro,65
1996,26,Outubro,644
1996,26,Novembro,44
1996,26,Dezembro,69
1996,27,Janeiro,358
1996,27,Fevereiro,53
1996,27,Março,43
1996,27,Abril,516
1996,27,Maio,52
1996,27,Junho,44
1996,27,Julho,1787
1996,27,Agosto,52
1996,27,Setembro,127
1996,27,Outubro,51
1996,27,Novembro,63
1996,27,Dezembro,181
1996,28,Janeiro,25
1996,28,Fevereiro,49
1996,28,Março,43
1996,28,Abril,48
1996,28,Maio,50
1996,28,Junho,81
1996,28,Julho,380
1996,28,Agosto,65
1996,28,Setembro,1001
1996,28,Outubro,60
1996,28,Novembro,52
1996,28,Dezembro,1084
1996,29,Janeiro,44
1996,29,Fevereiro,48
1996,29,Março,94
1996,29,Abril,48
1996,29,Maio,28
1996,29,Junho,648
1996,29,Julho,64
1996,29,Agosto,66
1996,29,Setembro,122
1996,29,Outubro,38
1996,29,Novembro,105
1996,29,Dezembro,146
1996,30,Janeiro,37
1996,30,Fevereiro,NA
1996,30,Março,621
1996,30,Abril,89
1996,30,Maio,48
1996,30,Junho,105
1996,30,Julho,58
1996,30,Agosto,128
1996,30,Setembro,64
1996,30,Outubro,61
1996,30,Novembro,417
1996,30,Dezembro,113
1996,31,Janeiro,29
1996,31,Fevereiro,NA
1996,31,Março,57
1996,31,Abril,NA
1996,31,Maio,79
1996,31,Junho,NA
1996,31,Julho,71
1996,31,Agosto,1182
1996,31,Setembro,NA
1996,31,Outubro,81
1996,31,Novembro,NA
1996,31,Dezembro,86
1997,01,Janeiro,18
1997,01,Fevereiro,258
1997,01,Março,405
1997,01,Abril,39
1997,01,Maio,40
1997,01,Junho,96
1997,01,Julho,23
1997,01,Agosto,127
1997,01,Setembro,49
1997,01,Outubro,39
1997,01,Novembro,77
1997,01,Dezembro,21
1997,02,Janeiro,49
1997,02,Fevereiro,38
1997,02,Março,36
1997,02,Abril,37
1997,02,Maio,84
1997,02,Junho,33
1997,02,Julho,40
1997,02,Agosto,1831
1997,02,Setembro,43
1997,02,Outubro,66
1997,02,Novembro,19
1997,02,Dezembro,43
1997,03,Janeiro,78
1997,03,Fevereiro,30
1997,03,Março,47
1997,03,Abril,68
1997,03,Maio,816
1997,03,Junho,45
1997,03,Julho,41
1997,03,Agosto,420
1997,03,Setembro,52
1997,03,Outubro,116
1997,03,Novembro,33
1997,03,Dezembro,43
1997,04,Janeiro,583
1997,04,Fevereiro,28
1997,04,Março,31
1997,04,Abril,98
1997,04,Maio,124
1997,04,Junho,62
1997,04,Julho,105
1997,04,Agosto,85
1997,04,Setembro,63
1997,04,Outubro,1065
1997,04,Novembro,31
1997,04,Dezembro,53
1997,05,Janeiro,67
1997,05,Fevereiro,46
1997,05,Março,42
1997,05,Abril,934
1997,05,Maio,64
1997,05,Junho,60
1997,05,Julho,1094
1997,05,Agosto,60
1997,05,Setembro,139
1997,05,Outubro,188
1997,05,Novembro,46
1997,05,Dezembro,113
1997,06,Janeiro,67
1997,06,Fevereiro,59
1997,06,Março,50
1997,06,Abril,119
1997,06,Maio,54
1997,06,Junho,111
1997,06,Julho,169
1997,06,Agosto,70
1997,06,Setembro,1952
1997,06,Outubro,60
1997,06,Novembro,40
1997,06,Dezembro,726
1997,07,Janeiro,60
1997,07,Fevereiro,85
1997,07,Março,83
1997,07,Abril,63
1997,07,Maio,65
1997,07,Junho,915
1997,07,Julho,69
1997,07,Agosto,79
1997,07,Setembro,407
1997,07,Outubro,51
1997,07,Novembro,95
1997,07,Dezembro,214
1997,08,Janeiro,55
1997,08,Fevereiro,320
1997,08,Março,463
1997,08,Abril,50
1997,08,Maio,62
1997,08,Junho,133
1997,08,Julho,35
1997,08,Agosto,124
1997,08,Setembro,51
1997,08,Outubro,53
1997,08,Novembro,563
1997,08,Dezembro,90
1997,09,Janeiro,40
1997,09,Fevereiro,42
1997,09,Março,65
1997,09,Abril,47
1997,09,Maio,87
1997,09,Junho,62
1997,09,Julho,43
1997,09,Agosto,1969
1997,09,Setembro,53
1997,09,Outubro,51
1997,09,Novembro,59
1997,09,Dezembro,42
1997,10,Janeiro,75
1997,10,Fevereiro,41
1997,10,Março,46
1997,10,Abril,65
1997,10,Maio,916
1997,10,Junho,35
1997,10,Julho,55
1997,10,Agosto,466
1997,10,Setembro,61
1997,10,Outubro,92
1997,10,Novembro,43
1997,10,Dezembro,71
1997,11,Janeiro,396
1997,11,Fevereiro,4
1997,11,Março,41
1997,11,Abril,87
1997,11,Maio,118
1997,11,Junho,71
1997,11,Julho,105
1997,11,Agosto,105
1997,11,Setembro,59
1997,11,Outubro,821
1997,11,Novembro,43
1997,11,Dezembro,66
1997,12,Janeiro,54
1997,12,Fevereiro,37
1997,12,Março,55
1997,12,Abril,623
1997,12,Maio,51
1997,12,Junho,115
1997,12,Julho,1216
1997,12,Agosto,60
1997,12,Setembro,110
1997,12,Outubro,94
1997,12,Novembro,44
1997,12,Dezembro,93
1997,13,Janeiro,33
1997,13,Fevereiro,31
1997,13,Março,45
1997,13,Abril,49
1997,13,Maio,85
1997,13,Junho,76
1997,13,Julho,156
1997,13,Agosto,77
1997,13,Setembro,1283
1997,13,Outubro,28
1997,13,Novembro,29
1997,13,Dezembro,457
1997,14,Janeiro,53
1997,14,Fevereiro,131
1997,14,Março,85
1997,14,Abril,54
1997,14,Maio,37
1997,14,Junho,859
1997,14,Julho,56
1997,14,Agosto,197
1997,14,Setembro,283
1997,14,Outubro,40
1997,14,Novembro,70
1997,14,Dezembro,46
1997,15,Janeiro,43
1997,15,Fevereiro,290
1997,15,Março,459
1997,15,Abril,50
1997,15,Maio,67
1997,15,Junho,90
1997,15,Julho,59
1997,15,Agosto,442
1997,15,Setembro,65
1997,15,Outubro,41
1997,15,Novembro,441
1997,15,Dezembro,45
1997,16,Janeiro,44
1997,16,Fevereiro,17
1997,16,Março,56
1997,16,Abril,44
1997,16,Maio,87
1997,16,Junho,65
1997,16,Julho,61
1997,16,Agosto,1711
1997,16,Setembro,37
1997,16,Outubro,52
1997,16,Novembro,36
1997,16,Dezembro,30
1997,17,Janeiro,68
1997,17,Fevereiro,49
1997,17,Março,54
1997,17,Abril,41
1997,17,Maio,734
1997,17,Junho,41
1997,17,Julho,75
1997,17,Agosto,368
1997,17,Setembro,55
1997,17,Outubro,90
1997,17,Novembro,61
1997,17,Dezembro,62
1997,18,Janeiro,311
1997,18,Fevereiro,50
1997,18,Março,38
1997,18,Abril,71
1997,18,Maio,104
1997,18,Junho,67
1997,18,Julho,112
1997,18,Agosto,89
1997,18,Setembro,77
1997,18,Outubro,694
1997,18,Novembro,36
1997,18,Dezembro,75
1997,19,Janeiro,41
1997,19,Fevereiro,27
1997,19,Março,39
1997,19,Abril,598
1997,19,Maio,50
1997,19,Junho,50
1997,19,Julho,1365
1997,19,Agosto,61
1997,19,Setembro,105
1997,19,Outubro,73
1997,19,Novembro,37
1997,19,Dezembro,117
1997,20,Janeiro,62
1997,20,Fevereiro,44
1997,20,Março,57
1997,20,Abril,56
1997,20,Maio,40
1997,20,Junho,107
1997,20,Julho,247
1997,20,Agosto,89
1997,20,Setembro,1383
1997,20,Outubro,47
1997,20,Novembro,47
1997,20,Dezembro,967
1997,21,Janeiro,31
1997,21,Fevereiro,62
1997,21,Março,112
1997,21,Abril,49
1997,21,Maio,55
1997,21,Junho,803
1997,21,Julho,76
1997,21,Agosto,96
1997,21,Setembro,229
1997,21,Outubro,26
1997,21,Novembro,68
1997,21,Dezembro,125
1997,22,Janeiro,36
1997,22,Fevereiro,293
1997,22,Março,627
1997,22,Abril,42
1997,22,Maio,59
1997,22,Junho,85
1997,22,Julho,45
1997,22,Agosto,104
1997,22,Setembro,63
1997,22,Outubro,41
1997,22,Novembro,359
1997,22,Dezembro,102
1997,23,Janeiro,40
1997,23,Fevereiro,31
1997,23,Março,36
1997,23,Abril,48
1997,23,Maio,84
1997,23,Junho,66
1997,23,Julho,55
1997,23,Agosto,1490
1997,23,Setembro,38
1997,23,Outubro,57
1997,23,Novembro,32
1997,23,Dezembro,102
1997,24,Janeiro,57
1997,24,Fevereiro,43
1997,24,Março,56
1997,24,Abril,99
1997,24,Maio,756
1997,24,Junho,46
1997,24,Julho,62
1997,24,Agosto,250
1997,24,Setembro,51
1997,24,Outubro,99
1997,24,Novembro,33
1997,24,Dezembro,10
1997,25,Janeiro,353
1997,25,Fevereiro,49
1997,25,Março,43
1997,25,Abril,52
1997,25,Maio,111
1997,25,Junho,56
1997,25,Julho,106
1997,25,Agosto,67
1997,25,Setembro,71
1997,25,Outubro,673
1997,25,Novembro,55
1997,25,Dezembro,18
1997,26,Janeiro,38
1997,26,Fevereiro,47
1997,26,Março,75
1997,26,Abril,524
1997,26,Maio,58
1997,26,Junho,63
1997,26,Julho,1862
1997,26,Agosto,48
1997,26,Setembro,110
1997,26,Outubro,79
1997,26,Novembro,41
1997,26,Dezembro,31
1997,27,Janeiro,41
1997,27,Fevereiro,60
1997,27,Março,53
1997,27,Abril,57
1997,27,Maio,49
1997,27,Junho,125
1997,27,Julho,379
1997,27,Agosto,58
1997,27,Setembro,1165
1997,27,Outubro,43
1997,27,Novembro,51
1997,27,Dezembro,930
1997,28,Janeiro,47
1997,28,Fevereiro,71
1997,28,Março,3
1997,28,Abril,70
1997,28,Maio,81
1997,28,Junho,806
1997,28,Julho,77
1997,28,Agosto,89
1997,28,Setembro,160
1997,28,Outubro,37
1997,28,Novembro,77
1997,28,Dezembro,133
1997,29,Janeiro,36
1997,29,Fevereiro,NA
1997,29,Março,47
1997,29,Abril,37
1997,29,Maio,35
1997,29,Junho,81
1997,29,Julho,56
1997,29,Agosto,100
1997,29,Setembro,48
1997,29,Outubro,54
1997,29,Novembro,395
1997,29,Dezembro,109
1997,30,Janeiro,50
1997,30,Fevereiro,NA
1997,30,Março,39
1997,30,Abril,103
1997,30,Maio,97
1997,30,Junho,72
1997,30,Julho,56
1997,30,Agosto,1302
1997,30,Setembro,41
1997,30,Outubro,48
1997,30,Novembro,100
1997,30,Dezembro,99
1997,31,Janeiro,55
1997,31,Fevereiro,NA
1997,31,Março,44
1997,31,Abril,NA
1997,31,Maio,841
1997,31,Junho,NA
1997,31,Julho,87
1997,31,Agosto,198
1997,31,Setembro,NA
1997,31,Outubro,79
1997,31,Novembro,NA
1997,31,Dezembro,80
1998,01,Janeiro,15
1998,01,Fevereiro,19
1998,01,Março,49
1998,01,Abril,31
1998,01,Maio,123
1998,01,Junho,43
1998,01,Julho,38
1998,01,Agosto,1712
1998,01,Setembro,42
1998,01,Outubro,55
1998,01,Novembro,9
1998,01,Dezembro,22
1998,02,Janeiro,55
1998,02,Fevereiro,42
1998,02,Março,53
1998,02,Abril,54
1998,02,Maio,975
1998,02,Junho,35
1998,02,Julho,40
1998,02,Agosto,405
1998,02,Setembro,51
1998,02,Outubro,134
1998,02,Novembro,36
1998,02,Dezembro,53
1998,03,Janeiro,518
1998,03,Fevereiro,30
1998,03,Março,33
1998,03,Abril,94
1998,03,Maio,113
1998,03,Junho,39
1998,03,Julho,101
1998,03,Agosto,63
1998,03,Setembro,77
1998,03,Outubro,1066
1998,03,Novembro,37
1998,03,Dezembro,51
1998,04,Janeiro,45
1998,04,Fevereiro,47
1998,04,Março,38
1998,04,Abril,722
1998,04,Maio,55
1998,04,Junho,66
1998,04,Julho,1099
1998,04,Agosto,56
1998,04,Setembro,168
1998,04,Outubro,435
1998,04,Novembro,41
1998,04,Dezembro,106
1998,05,Janeiro,59
1998,05,Fevereiro,50
1998,05,Março,52
1998,05,Abril,38
1998,05,Maio,55
1998,05,Junho,99
1998,05,Julho,150
1998,05,Agosto,62
1998,05,Setembro,1896
1998,05,Outubro,66
1998,05,Novembro,49
1998,05,Dezembro,637
1998,06,Janeiro,38
1998,06,Fevereiro,88
1998,06,Março,104
1998,06,Abril,55
1998,06,Maio,58
1998,06,Junho,1003
1998,06,Julho,44
1998,06,Agosto,91
1998,06,Setembro,381
1998,06,Outubro,63
1998,06,Novembro,73
1998,06,Dezembro,81
1998,07,Janeiro,56
1998,07,Fevereiro,301
1998,07,Março,525
1998,07,Abril,57
1998,07,Maio,66
1998,07,Junho,108
1998,07,Julho,54
1998,07,Agosto,131
1998,07,Setembro,61
1998,07,Outubro,61
1998,07,Novembro,511
1998,07,Dezembro,55
1998,08,Janeiro,43
1998,08,Fevereiro,31
1998,08,Março,57
1998,08,Abril,97
1998,08,Maio,112
1998,08,Junho,65
1998,08,Julho,49
1998,08,Agosto,2069
1998,08,Setembro,63
1998,08,Outubro,61
1998,08,Novembro,61
1998,08,Dezembro,97
1998,09,Janeiro,98
1998,09,Fevereiro,39
1998,09,Março,48
1998,09,Abril,56
1998,09,Maio,901
1998,09,Junho,72
1998,09,Julho,53
1998,09,Agosto,497
1998,09,Setembro,50
1998,09,Outubro,114
1998,09,Novembro,42
1998,09,Dezembro,61
1998,10,Janeiro,433
1998,10,Fevereiro,41
1998,10,Março,47
1998,10,Abril,2
1998,10,Maio,127
1998,10,Junho,164
1998,10,Julho,102
1998,10,Agosto,67
1998,10,Setembro,77
1998,10,Outubro,930
1998,10,Novembro,47
1998,10,Dezembro,71
1998,11,Janeiro,44
1998,11,Fevereiro,38
1998,11,Março,46
1998,11,Abril,69
1998,11,Maio,59
1998,11,Junho,50
1998,11,Julho,1130
1998,11,Agosto,67
1998,11,Setembro,126
1998,11,Outubro,116
1998,11,Novembro,45
1998,11,Dezembro,92
1998,12,Janeiro,41
1998,12,Fevereiro,73
1998,12,Março,66
1998,12,Abril,25
1998,12,Maio,44
1998,12,Junho,83
1998,12,Julho,179
1998,12,Agosto,92
1998,12,Setembro,1614
1998,12,Outubro,58
1998,12,Novembro,62
1998,12,Dezembro,647
1998,13,Janeiro,34
1998,13,Fevereiro,51
1998,13,Março,46
1998,13,Abril,51
1998,13,Maio,66
1998,13,Junho,841
1998,13,Julho,40
1998,13,Agosto,90
1998,13,Setembro,251
1998,13,Outubro,41
1998,13,Novembro,39
1998,13,Dezembro,44
1998,14,Janeiro,44
1998,14,Fevereiro,571
1998,14,Março,439
1998,14,Abril,54
1998,14,Maio,56
1998,14,Junho,79
1998,14,Julho,61
1998,14,Agosto,188
1998,14,Setembro,63
1998,14,Outubro,51
1998,14,Novembro,382
1998,14,Dezembro,49
1998,15,Janeiro,47
1998,15,Fevereiro,40
1998,15,Março,70
1998,15,Abril,56
1998,15,Maio,76
1998,15,Junho,74
1998,15,Julho,53
1998,15,Agosto,1429
1998,15,Setembro,51
1998,15,Outubro,42
1998,15,Novembro,40
1998,15,Dezembro,58
1998,16,Janeiro,63
1998,16,Fevereiro,60
1998,16,Março,47
1998,16,Abril,78
1998,16,Maio,827
1998,16,Junho,56
1998,16,Julho,71
1998,16,Agosto,456
1998,16,Setembro,52
1998,16,Outubro,94
1998,16,Novembro,43
1998,16,Dezembro,60
1998,17,Janeiro,263
1998,17,Fevereiro,51
1998,17,Março,41
1998,17,Abril,113
1998,17,Maio,107
1998,17,Junho,54
1998,17,Julho,99
1998,17,Agosto,81
1998,17,Setembro,64
1998,17,Outubro,681
1998,17,Novembro,35
1998,17,Dezembro,74
1998,18,Janeiro,23
1998,18,Fevereiro,45
1998,18,Março,43
1998,18,Abril,1063
1998,18,Maio,47
1998,18,Junho,77
1998,18,Julho,1406
1998,18,Agosto,62
1998,18,Setembro,132
1998,18,Outubro,80
1998,18,Novembro,48
1998,18,Dezembro,139
1998,19,Janeiro,28
1998,19,Fevereiro,44
1998,19,Março,57
1998,19,Abril,114
1998,19,Maio,32
1998,19,Junho,98
1998,19,Julho,232
1998,19,Agosto,78
1998,19,Setembro,1428
1998,19,Outubro,46
1998,19,Novembro,47
1998,19,Dezembro,1039
1998,20,Janeiro,35
1998,20,Fevereiro,103
1998,20,Março,94
1998,20,Abril,60
1998,20,Maio,59
1998,20,Junho,903
1998,20,Julho,69
1998,20,Agosto,104
1998,20,Setembro,226
1998,20,Outubro,42
1998,20,Novembro,102
1998,20,Dezembro,135
1998,21,Janeiro,52
1998,21,Fevereiro,283
1998,21,Março,499
1998,21,Abril,61
1998,21,Maio,43
1998,21,Junho,78
1998,21,Julho,43
1998,21,Agosto,109
1998,21,Setembro,67
1998,21,Outubro,40
1998,21,Novembro,401
1998,21,Dezembro,116
1998,22,Janeiro,48
1998,22,Fevereiro,24
1998,22,Março,39
1998,22,Abril,48
1998,22,Maio,80
1998,22,Junho,53
1998,22,Julho,38
1998,22,Agosto,1714
1998,22,Setembro,38
1998,22,Outubro,51
1998,22,Novembro,37
1998,22,Dezembro,92
1998,23,Janeiro,62
1998,23,Fevereiro,46
1998,23,Março,40
1998,23,Abril,50
1998,23,Maio,765
1998,23,Junho,38
1998,23,Julho,66
1998,23,Agosto,306
1998,23,Setembro,59
1998,23,Outubro,96
1998,23,Novembro,50
1998,23,Dezembro,98
1998,24,Janeiro,259
1998,24,Fevereiro,3
1998,24,Março,33
1998,24,Abril,95
1998,24,Maio,100
1998,24,Junho,46
1998,24,Julho,112
1998,24,Agosto,63
1998,24,Setembro,66
1998,24,Outubro,640
1998,24,Novembro,33
1998,24,Dezembro,8
1998,25,Janeiro,18
1998,25,Fevereiro,47
1998,25,Março,56
1998,25,Abril,522
1998,25,Maio,53
1998,25,Junho,67
1998,25,Julho,1762
1998,25,Agosto,55
1998,25,Setembro,125
1998,25,Outubro,59
1998,25,Novembro,55
1998,25,Dezembro,10
1998,26,Janeiro,44
1998,26,Fevereiro,50
1998,26,Março,52
1998,26,Abril,64
1998,26,Maio,35
1998,26,Junho,87
1998,26,Julho,333
1998,26,Agosto,59
1998,26,Setembro,1232
1998,26,Outubro,36
1998,26,Novembro,49
1998,26,Dezembro,600
1998,27,Janeiro,31
1998,27,Fevereiro,90
1998,27,Março,103
1998,27,Abril,47
1998,27,Maio,48
1998,27,Junho,829
1998,27,Julho,80
1998,27,Agosto,80
1998,27,Setembro,160
1998,27,Outubro,33
1998,27,Novembro,100
1998,27,Dezembro,130
1998,28,Janeiro,38
1998,28,Fevereiro,306
1998,28,Março,480
1998,28,Abril,44
1998,28,Maio,59
1998,28,Junho,85
1998,28,Julho,46
1998,28,Agosto,151
1998,28,Setembro,49
1998,28,Outubro,56
1998,28,Novembro,382
1998,28,Dezembro,74
1998,29,Janeiro,41
1998,29,Fevereiro,NA
1998,29,Março,46
1998,29,Abril,45
1998,29,Maio,102
1998,29,Junho,45
1998,29,Julho,50
1998,29,Agosto,1289
1998,29,Setembro,61
1998,29,Outubro,50
1998,29,Novembro,38
1998,29,Dezembro,67
1998,30,Janeiro,72
1998,30,Fevereiro,NA
1998,30,Março,41
1998,30,Abril,100
1998,30,Maio,839
1998,30,Junho,38
1998,30,Julho,56
1998,30,Agosto,201
1998,30,Setembro,53
1998,30,Outubro,84
1998,30,Novembro,61
1998,30,Dezembro,121
1998,31,Janeiro,257
1998,31,Fevereiro,NA
1998,31,Março,38
1998,31,Abril,NA
1998,31,Maio,107
1998,31,Junho,NA
1998,31,Julho,145
1998,31,Agosto,63
1998,31,Setembro,NA
1998,31,Outubro,390
1998,31,Novembro,NA
1998,31,Dezembro,83
1999,01,Janeiro,19
1999,01,Fevereiro,41
1999,01,Março,31
1999,01,Abril,57
1999,01,Maio,738
1999,01,Junho,36
1999,01,Julho,48
1999,01,Agosto,387
1999,01,Setembro,64
1999,01,Outubro,105
1999,01,Novembro,7
1999,01,Dezembro,27
1999,02,Janeiro,353
1999,02,Fevereiro,26
1999,02,Março,32
1999,02,Abril,4
1999,02,Maio,99
1999,02,Junho,91
1999,02,Julho,97
1999,02,Agosto,46
1999,02,Setembro,68
1999,02,Outubro,1053
1999,02,Novembro,34
1999,02,Dezembro,39
1999,03,Janeiro,45
1999,03,Fevereiro,35
1999,03,Março,43
1999,03,Abril,54
1999,03,Maio,41
1999,03,Junho,54
1999,03,Julho,994
1999,03,Agosto,62
1999,03,Setembro,177
1999,03,Outubro,202
1999,03,Novembro,42
1999,03,Dezembro,117
1999,04,Janeiro,43
1999,04,Fevereiro,53
1999,04,Março,43
1999,04,Abril,43
1999,04,Maio,53
1999,04,Junho,80
1999,04,Julho,154
1999,04,Agosto,74
1999,04,Setembro,1850
1999,04,Outubro,43
1999,04,Novembro,34
1999,04,Dezembro,706
1999,05,Janeiro,48
1999,05,Fevereiro,84
1999,05,Março,84
1999,05,Abril,56
1999,05,Maio,61
1999,05,Junho,958
1999,05,Julho,55
1999,05,Agosto,107
1999,05,Setembro,394
1999,05,Outubro,72
1999,05,Novembro,91
1999,05,Dezembro,80
1999,06,Janeiro,62
1999,06,Fevereiro,341
1999,06,Março,603
1999,06,Abril,66
1999,06,Maio,60
1999,06,Junho,123
1999,06,Julho,47
1999,06,Agosto,141
1999,06,Setembro,71
1999,06,Outubro,79
1999,06,Novembro,543
1999,06,Dezembro,72
1999,07,Janeiro,60
1999,07,Fevereiro,32
1999,07,Março,76
1999,07,Abril,50
1999,07,Maio,97
1999,07,Junho,59
1999,07,Julho,48
1999,07,Agosto,1942
1999,07,Setembro,73
1999,07,Outubro,61
1999,07,Novembro,52
1999,07,Dezembro,70
1999,08,Janeiro,104
1999,08,Fevereiro,52
1999,08,Março,64
1999,08,Abril,58
1999,08,Maio,1021
1999,08,Junho,48
1999,08,Julho,57
1999,08,Agosto,491
1999,08,Setembro,60
1999,08,Outubro,124
1999,08,Novembro,51
1999,08,Dezembro,117
1999,09,Janeiro,507
1999,09,Fevereiro,37
1999,09,Março,45
1999,09,Abril,111
1999,09,Maio,120
1999,09,Junho,83
1999,09,Julho,106
1999,09,Agosto,71
1999,09,Setembro,92
1999,09,Outubro,930
1999,09,Novembro,46
1999,09,Dezembro,69
1999,10,Janeiro,36
1999,10,Fevereiro,48
1999,10,Março,49
1999,10,Abril,978
1999,10,Maio,49
1999,10,Junho,115
1999,10,Julho,1167
1999,10,Agosto,78
1999,10,Setembro,152
1999,10,Outubro,124
1999,10,Novembro,53
1999,10,Dezembro,125
1999,11,Janeiro,44
1999,11,Fevereiro,79
1999,11,Março,54
1999,11,Abril,92
1999,11,Maio,50
1999,11,Junho,78
1999,11,Julho,181
1999,11,Agosto,78
1999,11,Setembro,1596
1999,11,Outubro,71
1999,11,Novembro,68
1999,11,Dezembro,666
1999,12,Janeiro,38
1999,12,Fevereiro,110
1999,12,Março,93
1999,12,Abril,57
1999,12,Maio,63
1999,12,Junho,1025
1999,12,Julho,47
1999,12,Agosto,148
1999,12,Setembro,297
1999,12,Outubro,55
1999,12,Novembro,77
1999,12,Dezembro,67
1999,13,Janeiro,15
1999,13,Fevereiro,245
1999,13,Março,342
1999,13,Abril,37
1999,13,Maio,98
1999,13,Junho,128
1999,13,Julho,32
1999,13,Agosto,98
1999,13,Setembro,37
1999,13,Outubro,40
1999,13,Novembro,347
1999,13,Dezembro,42
1999,14,Janeiro,53
1999,14,Fevereiro,88
1999,14,Março,47
1999,14,Abril,58
1999,14,Maio,105
1999,14,Junho,72
1999,14,Julho,54
1999,14,Agosto,1813
1999,14,Setembro,57
1999,14,Outubro,58
1999,14,Novembro,46
1999,14,Dezembro,58
1999,15,Janeiro,88
1999,15,Fevereiro,33
1999,15,Março,54
1999,15,Abril,64
1999,15,Maio,933
1999,15,Junho,61
1999,15,Julho,77
1999,15,Agosto,475
1999,15,Setembro,65
1999,15,Outubro,110
1999,15,Novembro,59
1999,15,Dezembro,77
1999,16,Janeiro,299
1999,16,Fevereiro,2
1999,16,Março,37
1999,16,Abril,105
1999,16,Maio,118
1999,16,Junho,53
1999,16,Julho,136
1999,16,Agosto,87
1999,16,Setembro,82
1999,16,Outubro,838
1999,16,Novembro,37
1999,16,Dezembro,72
1999,17,Janeiro,22
1999,17,Fevereiro,41
1999,17,Março,49
1999,17,Abril,637
1999,17,Maio,43
1999,17,Junho,48
1999,17,Julho,1345
1999,17,Agosto,68
1999,17,Setembro,147
1999,17,Outubro,89
1999,17,Novembro,49
1999,17,Dezembro,144
1999,18,Janeiro,51
1999,18,Fevereiro,62
1999,18,Março,48
1999,18,Abril,68
1999,18,Maio,32
1999,18,Junho,103
1999,18,Julho,203
1999,18,Agosto,82
1999,18,Setembro,1489
1999,18,Outubro,49
1999,18,Novembro,51
1999,18,Dezembro,1227
1999,19,Janeiro,28
1999,19,Fevereiro,77
1999,19,Março,100
1999,19,Abril,52
1999,19,Maio,33
1999,19,Junho,839
1999,19,Julho,51
1999,19,Agosto,123
1999,19,Setembro,292
1999,19,Outubro,45
1999,19,Novembro,77
1999,19,Dezembro,166
1999,20,Janeiro,50
1999,20,Fevereiro,295
1999,20,Março,603
1999,20,Abril,43
1999,20,Maio,50
1999,20,Junho,118
1999,20,Julho,61
1999,20,Agosto,161
1999,20,Setembro,68
1999,20,Outubro,44
1999,20,Novembro,494
1999,20,Dezembro,127
1999,21,Janeiro,46
1999,21,Fevereiro,24
1999,21,Março,61
1999,21,Abril,50
1999,21,Maio,101
1999,21,Junho,63
1999,21,Julho,59
1999,21,Agosto,1577
1999,21,Setembro,67
1999,21,Outubro,52
1999,21,Novembro,40
1999,21,Dezembro,79
1999,22,Janeiro,69
1999,22,Fevereiro,54
1999,22,Março,45
1999,22,Abril,55
1999,22,Maio,923
1999,22,Junho,51
1999,22,Julho,65
1999,22,Agosto,336
1999,22,Setembro,70
1999,22,Outubro,97
1999,22,Novembro,43
1999,22,Dezembro,128
1999,23,Janeiro,260
1999,23,Fevereiro,35
1999,23,Março,43
1999,23,Abril,91
1999,23,Maio,118
1999,23,Junho,51
1999,23,Julho,125
1999,23,Agosto,49
1999,23,Setembro,58
1999,23,Outubro,735
1999,23,Novembro,50
1999,23,Dezembro,146
1999,24,Janeiro,19
